record_id,rna_id,source_model,condition,sequence_length,gt_pair_count,original_predicted_pair_count,refined_predicted_pair_count,tp_before,fp_before,fn_before,tp,fp,fn,precision,recall,f1,delta_precision,delta_recall,delta_f1,modified_pair_count,beneficial_edit_count,harmful_edit_count,beneficial_edit_fraction,harmful_edit_fraction,correct_pair_preservation_rate
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,rnafold,R1_R2,47,15,15,15,14,1,1,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,rnafold,R1_R3,47,15,15,15,14,1,1,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,trrosettarna2_native_ss,ORIGINAL,47,15,18,18,15,3,0,15,3,0,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,trrosettarna2_native_ss,R1,47,15,18,17,15,3,0,15,2,0,0.8823529411764706,1.0,0.9375,0.04901960784313719,0.0,0.02840909090909094,1,1,0,1.0,0.0,1.0
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,trrosettarna2_native_ss,R2,47,15,18,18,15,3,0,15,3,0,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,trrosettarna2_native_ss,R3,47,15,18,18,15,3,0,15,3,0,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,trrosettarna2_native_ss,R1_R2,47,15,18,17,15,3,0,15,2,0,0.8823529411764706,1.0,0.9375,0.04901960784313719,0.0,0.02840909090909094,1,1,0,1.0,0.0,1.0
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,trrosettarna2_native_ss,R1_R3,47,15,18,17,15,3,0,15,2,0,0.8823529411764706,1.0,0.9375,0.04901960784313719,0.0,0.02840909090909094,1,1,0,1.0,0.0,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MXL_39_hp_nmr_A,petfold,ORIGINAL,39,13,13,13,13,0,0,13,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MXL_39_hp_nmr_A,petfold,R1,39,13,13,13,13,0,0,13,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MXL_39_hp_nmr_A,petfold,R2,39,13,13,11,13,0,0,11,0,2,1.0,0.8461538461538461,0.9166666666666666,0.0,-0.15384615384615385,-0.08333333333333337,2,0,2,0.0,1.0,0.8461538461538461
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MXL_39_hp_nmr_A,petfold,R3,39,13,13,13,13,0,0,13,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MXL_39_hp_nmr_A,petfold,R1_R2,39,13,13,11,13,0,0,11,0,2,1.0,0.8461538461538461,0.9166666666666666,0.0,-0.15384615384615385,-0.08333333333333337,2,0,2,0.0,1.0,0.8461538461538461
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MXL_39_hp_nmr_A,petfold,R1_R3,39,13,13,13,13,0,0,13,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MXL_39_hp_nmr_A,rnafold,ORIGINAL,39,13,13,13,13,0,0,13,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MXL_39_hp_nmr_A,rnafold,R1,39,13,13,13,13,0,0,13,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MXL_39_hp_nmr_A,rnafold,R2,39,13,13,11,13,0,0,11,0,2,1.0,0.8461538461538461,0.9166666666666666,0.0,-0.15384615384615385,-0.08333333333333337,2,0,2,0.0,1.0,0.8461538461538461
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MXL_39_hp_nmr_A,rnafold,R3,39,13,13,13,13,0,0,13,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MXL_39_hp_nmr_A,rnafold,R1_R2,39,13,13,11,13,0,0,11,0,2,1.0,0.8461538461538461,0.9166666666666666,0.0,-0.15384615384615385,-0.08333333333333337,2,0,2,0.0,1.0,0.8461538461538461
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MXL_39_hp_nmr_A,rnafold,R1_R3,39,13,13,13,13,0,0,13,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MXL_39_hp_nmr_A,trrosettarna2_native_ss,ORIGINAL,39,13,17,17,13,4,0,13,4,0,0.7647058823529411,1.0,0.8666666666666667,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MXL_39_hp_nmr_A,trrosettarna2_native_ss,R1,39,13,17,17,13,4,0,13,4,0,0.7647058823529411,1.0,0.8666666666666667,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MXL_39_hp_nmr_A,trrosettarna2_native_ss,R2,39,13,17,17,13,4,0,13,4,0,0.7647058823529411,1.0,0.8666666666666667,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MXL_39_hp_nmr_A,trrosettarna2_native_ss,R3,39,13,17,17,13,4,0,13,4,0,0.7647058823529411,1.0,0.8666666666666667,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MXL_39_hp_nmr_A,trrosettarna2_native_ss,R1_R2,39,13,17,17,13,4,0,13,4,0,0.7647058823529411,1.0,0.8666666666666667,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MXL_39_hp_nmr_A,trrosettarna2_native_ss,R1_R3,39,13,17,17,13,4,0,13,4,0,0.7647058823529411,1.0,0.8666666666666667,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,petfold,ORIGINAL,155,53,48,48,38,10,15,38,10,15,0.7916666666666666,0.7169811320754716,0.7524752475247525,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,petfold,R1,155,53,48,46,38,10,15,36,10,17,0.782608695652174,0.6792452830188679,0.7272727272727273,-0.009057971014492683,-0.037735849056603765,-0.025202520252025185,2,0,2,0.0,1.0,0.9473684210526315
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,petfold,R2,155,53,48,46,38,10,15,36,10,17,0.782608695652174,0.6792452830188679,0.7272727272727273,-0.009057971014492683,-0.037735849056603765,-0.025202520252025185,2,0,2,0.0,1.0,0.9473684210526315
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,petfold,R3,155,53,48,48,38,10,15,38,10,15,0.7916666666666666,0.7169811320754716,0.7524752475247525,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,petfold,R1_R2,155,53,48,44,38,10,15,34,10,19,0.7727272727272727,0.6415094339622641,0.7010309278350515,-0.018939393939393923,-0.07547169811320753,-0.05144431968970098,4,0,4,0.0,1.0,0.8947368421052632
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,petfold,R1_R3,155,53,48,46,38,10,15,36,10,17,0.782608695652174,0.6792452830188679,0.7272727272727273,-0.009057971014492683,-0.037735849056603765,-0.025202520252025185,2,0,2,0.0,1.0,0.9473684210526315
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,rnafold,ORIGINAL,155,53,51,51,40,11,13,40,11,13,0.7843137254901961,0.7547169811320755,0.7692307692307693,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,rnafold,R1,155,53,51,51,40,11,13,40,11,13,0.7843137254901961,0.7547169811320755,0.7692307692307693,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,rnafold,R2,155,53,51,47,40,11,13,37,10,16,0.7872340425531915,0.6981132075471698,0.74,0.002920317062995448,-0.05660377358490576,-0.029230769230769282,4,1,3,0.25,0.75,0.925
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,rnafold,R3,155,53,51,51,40,11,13,40,11,13,0.7843137254901961,0.7547169811320755,0.7692307692307693,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,rnafold,R1_R2,155,53,51,47,40,11,13,37,10,16,0.7872340425531915,0.6981132075471698,0.74,0.002920317062995448,-0.05660377358490576,-0.029230769230769282,4,1,3,0.25,0.75,0.925
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,rnafold,R1_R3,155,53,51,51,40,11,13,40,11,13,0.7843137254901961,0.7547169811320755,0.7692307692307693,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,trrosettarna2_native_ss,ORIGINAL,155,53,55,55,45,10,8,45,10,8,0.8181818181818182,0.8490566037735849,0.8333333333333334,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,trrosettarna2_native_ss,R1,155,53,55,52,45,10,8,43,9,10,0.8269230769230769,0.8113207547169812,0.819047619047619,0.00874125874125864,-0.037735849056603765,-0.014285714285714346,3,1,2,0.3333333333333333,0.6666666666666666,0.9555555555555556
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,trrosettarna2_native_ss,R2,155,53,55,55,45,10,8,45,10,8,0.8181818181818182,0.8490566037735849,0.8333333333333334,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,trrosettarna2_native_ss,R3,155,53,55,52,45,10,8,45,7,8,0.8653846153846154,0.8490566037735849,0.8571428571428571,0.047202797202797186,0.0,0.023809523809523725,3,3,0,1.0,0.0,1.0
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,trrosettarna2_native_ss,R1_R2,155,53,55,52,45,10,8,43,9,10,0.8269230769230769,0.8113207547169812,0.819047619047619,0.00874125874125864,-0.037735849056603765,-0.014285714285714346,3,1,2,0.3333333333333333,0.6666666666666666,0.9555555555555556
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,trrosettarna2_native_ss,R1_R3,155,53,55,49,45,10,8,43,6,10,0.8775510204081632,0.8113207547169812,0.8431372549019608,0.05936920222634501,-0.037735849056603765,0.009803921568627416,6,4,2,0.6666666666666666,0.3333333333333333,0.9555555555555556
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,petfold,ORIGINAL,23,6,8,8,6,2,0,6,2,0,0.75,1.0,0.8571428571428571,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,petfold,R1,23,6,8,7,6,2,0,6,1,0,0.8571428571428571,1.0,0.9230769230769231,0.1071428571428571,0.0,0.06593406593406603,1,1,0,1.0,0.0,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,petfold,R2,23,6,8,8,6,2,0,6,2,0,0.75,1.0,0.8571428571428571,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,petfold,R3,23,6,8,8,6,2,0,6,2,0,0.75,1.0,0.8571428571428571,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,petfold,R1_R2,23,6,8,7,6,2,0,6,1,0,0.8571428571428571,1.0,0.9230769230769231,0.1071428571428571,0.0,0.06593406593406603,1,1,0,1.0,0.0,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,petfold,R1_R3,23,6,8,7,6,2,0,6,1,0,0.8571428571428571,1.0,0.9230769230769231,0.1071428571428571,0.0,0.06593406593406603,1,1,0,1.0,0.0,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,rnafold,ORIGINAL,23,6,9,9,6,3,0,6,3,0,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,rnafold,R1,23,6,9,9,6,3,0,6,3,0,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,rnafold,R2,23,6,9,7,6,3,0,6,1,0,0.8571428571428571,1.0,0.9230769230769231,0.19047619047619047,0.0,0.12307692307692308,2,2,0,1.0,0.0,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,rnafold,R3,23,6,9,9,6,3,0,6,3,0,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,rnafold,R1_R2,23,6,9,7,6,3,0,6,1,0,0.8571428571428571,1.0,0.9230769230769231,0.19047619047619047,0.0,0.12307692307692308,2,2,0,1.0,0.0,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,rnafold,R1_R3,23,6,9,9,6,3,0,6,3,0,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,trrosettarna2_native_ss,ORIGINAL,23,6,6,6,6,0,0,6,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,trrosettarna2_native_ss,R1,23,6,6,6,6,0,0,6,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,trrosettarna2_native_ss,R2,23,6,6,6,6,0,0,6,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,trrosettarna2_native_ss,R3,23,6,6,6,6,0,0,6,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,trrosettarna2_native_ss,R1_R2,23,6,6,6,6,0,0,6,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,trrosettarna2_native_ss,R1_R3,23,6,6,6,6,0,0,6,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,petfold,ORIGINAL,62,21,19,19,8,11,13,8,11,13,0.42105263157894735,0.38095238095238093,0.4,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,petfold,R1,62,21,19,18,8,11,13,8,10,13,0.4444444444444444,0.38095238095238093,0.41025641025641024,0.023391812865497075,0.0,0.01025641025641022,1,1,0,1.0,0.0,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,petfold,R2,62,21,19,17,8,11,13,8,9,13,0.47058823529411764,0.38095238095238093,0.42105263157894735,0.049535603715170295,0.0,0.021052631578947323,2,2,0,1.0,0.0,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,petfold,R3,62,21,19,19,8,11,13,8,11,13,0.42105263157894735,0.38095238095238093,0.4,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,petfold,R1_R2,62,21,19,16,8,11,13,8,8,13,0.5,0.38095238095238093,0.43243243243243246,0.07894736842105265,0.0,0.032432432432432434,3,3,0,1.0,0.0,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,petfold,R1_R3,62,21,19,18,8,11,13,8,10,13,0.4444444444444444,0.38095238095238093,0.41025641025641024,0.023391812865497075,0.0,0.01025641025641022,1,1,0,1.0,0.0,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,rnafold,ORIGINAL,62,21,19,19,8,11,13,8,11,13,0.42105263157894735,0.38095238095238093,0.4,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,rnafold,R1,62,21,19,19,8,11,13,8,11,13,0.42105263157894735,0.38095238095238093,0.4,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,rnafold,R2,62,21,19,19,8,11,13,8,11,13,0.42105263157894735,0.38095238095238093,0.4,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,rnafold,R3,62,21,19,19,8,11,13,8,11,13,0.42105263157894735,0.38095238095238093,0.4,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,rnafold,R1_R2,62,21,19,19,8,11,13,8,11,13,0.42105263157894735,0.38095238095238093,0.4,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,rnafold,R1_R3,62,21,19,19,8,11,13,8,11,13,0.42105263157894735,0.38095238095238093,0.4,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,trrosettarna2_native_ss,ORIGINAL,62,21,23,23,21,2,0,21,2,0,0.9130434782608695,1.0,0.9545454545454546,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,trrosettarna2_native_ss,R1,62,21,23,23,21,2,0,21,2,0,0.9130434782608695,1.0,0.9545454545454546,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,trrosettarna2_native_ss,R2,62,21,23,23,21,2,0,21,2,0,0.9130434782608695,1.0,0.9545454545454546,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,trrosettarna2_native_ss,R3,62,21,23,23,21,2,0,21,2,0,0.9130434782608695,1.0,0.9545454545454546,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,trrosettarna2_native_ss,R1_R2,62,21,23,23,21,2,0,21,2,0,0.9130434782608695,1.0,0.9545454545454546,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,trrosettarna2_native_ss,R1_R3,62,21,23,23,21,2,0,21,2,0,0.9130434782608695,1.0,0.9545454545454546,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,petfold,ORIGINAL,53,21,21,21,21,0,0,21,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,petfold,R1,53,21,21,21,21,0,0,21,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,petfold,R2,53,21,21,21,21,0,0,21,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,petfold,R3,53,21,21,21,21,0,0,21,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,petfold,R1_R2,53,21,21,21,21,0,0,21,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,petfold,R1_R3,53,21,21,21,21,0,0,21,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,rnafold,ORIGINAL,53,21,21,21,20,1,1,20,1,1,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,rnafold,R1,53,21,21,21,20,1,1,20,1,1,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,rnafold,R2,53,21,21,19,20,1,1,18,1,3,0.9473684210526315,0.8571428571428571,0.9,-0.005012531328320802,-0.09523809523809523,-0.052380952380952306,2,0,2,0.0,1.0,0.9
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,rnafold,R3,53,21,21,21,20,1,1,20,1,1,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.0,0.0,0.0,0,0,0,,,1.0
