record_id,rna_id,source_model,status,sequence_length,gt_pair_count,predicted_pair_count,pair_scores_available,raw_pair_score_path,raw_pair_score_sha256,raw_pair_score_sha256_after,raw_pair_score_unchanged,normalized_pair_score_path,normalized_pair_score_sha256,normalized_pair_score_size_bytes,score_shape,score_dtype,diagonal_nonzero_count_before,diagonal_min_before,diagonal_max_before,max_asymmetry_before,min_score_before,max_score_before,diagonal_nonzero_count_after,max_asymmetry_after,min_score_after,max_score_after,max_off_diagonal_absolute_change,warnings,failure_reason
legacy121_v1__2lkr_110_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LKR_110_3wj_nmr_A,rnafold,valid,111,33,39,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2lkr_110_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LKR_110_3wj_nmr_A,petfold,valid,111,33,37,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2lkr_110_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2LKR_110_3wj_nmr_A,trrosettarna2_native_ss,valid,111,33,37,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LKR_110_3wj_nmr_A/2LKR_110_3wj_nmr_A_ss_prob.npz,a60c299a71fc9d3f3eac612694b23cf57448ad1cf1c46926dc99c73124543514,a60c299a71fc9d3f3eac612694b23cf57448ad1cf1c46926dc99c73124543514,true,pair_scores/legacy121_v1__2lkr_110_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,ac3591b2c2daa3a043faf2c1ea744c1e04c674a0120f03e4b9734483c1eccac6,38131,111x111,float32,111,1.0798473795148311e-06,5.510641130967997e-06,0.0,1.0101283578478615e-06,0.9986085295677185,0,0.0,0.0,0.9986085295677185,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2lqz_27_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LQZ_27_hpbulge_nmr_A,rnafold,valid,27,8,10,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2lqz_27_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LQZ_27_hpbulge_nmr_A,petfold,valid,27,8,10,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2lqz_27_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2LQZ_27_hpbulge_nmr_A,trrosettarna2_native_ss,valid,27,8,10,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LQZ_27_hpbulge_nmr_A/2LQZ_27_hpbulge_nmr_A_ss_prob.npz,73c3930697d5b7f633433791eb0ab1c4a6d9b281237b00b9a10a852cfead7271,73c3930697d5b7f633433791eb0ab1c4a6d9b281237b00b9a10a852cfead7271,true,pair_scores/legacy121_v1__2lqz_27_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,7590872a0c641a26e22a3522442e684d63ee71872743b6792a627110c78dbb67,2192,27x27,float32,27,1.010498976938834e-06,2.7669591418089112e-06,0.0,9.60551460593706e-07,0.999981164932251,0,0.0,0.0,0.999981164932251,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2lu0_49_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LU0_49_3wj_nmr_A,rnafold,valid,49,16,16,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2lu0_49_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LU0_49_3wj_nmr_A,petfold,valid,49,16,16,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2lu0_49_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2LU0_49_3wj_nmr_A,trrosettarna2_native_ss,valid,49,16,20,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LU0_49_3wj_nmr_A/2LU0_49_3wj_nmr_A_ss_prob.npz,751e7567ee1d16bb722b354703ab79b544beb860a18d08b5f591c7c3901fc9b0,751e7567ee1d16bb722b354703ab79b544beb860a18d08b5f591c7c3901fc9b0,true,pair_scores/legacy121_v1__2lu0_49_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,476d68953a6809cb293ae3ffdd3a9a1088b0ad7372d134c19a5c0cdf1fd33d67,6939,49x49,float32,49,9.70421183410508e-07,2.130364009644836e-06,0.0,9.70421183410508e-07,0.9999812841415405,0,0.0,0.0,0.9999812841415405,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2lun_28_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LUN_28_hp_nmr_A,rnafold,valid,28,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2lun_28_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LUN_28_hp_nmr_A,petfold,valid,28,9,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2lun_28_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2LUN_28_hp_nmr_A,trrosettarna2_native_ss,valid,28,9,12,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LUN_28_hp_nmr_A/2LUN_28_hp_nmr_A_ss_prob.npz,41763faa0636a514f69a49802fb8522709069b317cda07b1bb7b11bcb62604f5,41763faa0636a514f69a49802fb8522709069b317cda07b1bb7b11bcb62604f5,true,pair_scores/legacy121_v1__2lun_28_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,5285aab9cb512d3f21c6aa8757229a0e3f3ffe20e70cfd7834b850014379c687,2341,28x28,float32,28,1.005665353659424e-06,4.747235834656749e-06,0.0,9.589682576915948e-07,0.9999794960021973,0,0.0,0.0,0.9999794960021973,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2m12_23_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2M12_23_hp_nmr_A,rnafold,valid,23,6,6,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2m12_23_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2M12_23_hp_nmr_A,petfold,valid,23,6,6,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2m12_23_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2M12_23_hp_nmr_A,trrosettarna2_native_ss,valid,23,6,7,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2M12_23_hp_nmr_A/2M12_23_hp_nmr_A_ss_prob.npz,74f0b51f959df14fbf229dfa369037758605d5642647a5259bc0edc963318c04,74f0b51f959df14fbf229dfa369037758605d5642647a5259bc0edc963318c04,true,pair_scores/legacy121_v1__2m12_23_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,8ce689be5df0bba094293390f7f3e76dcf22385e3790267eab649603da8d91a3,1652,23x23,float32,23,1.0122435014636721e-06,2.1151454348000698e-06,0.0,9.71353983914014e-07,0.9999808073043823,0,0.0,0.0,0.9999808073043823,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2m21_21_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2M21_21_hp_nmr_A,rnafold,valid,21,7,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2m21_21_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2M21_21_hp_nmr_A,petfold,valid,21,7,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2m21_21_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2M21_21_hp_nmr_A,trrosettarna2_native_ss,valid,21,7,8,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2M21_21_hp_nmr_A/2M21_21_hp_nmr_A_ss_prob.npz,7d8cad6d46cfec0954750b96ed90849e39334fe444e074c0bfec28f2454dcf87,7d8cad6d46cfec0954750b96ed90849e39334fe444e074c0bfec28f2454dcf87,true,pair_scores/legacy121_v1__2m21_21_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,a5037ff47f85d03eeda76bea401fc817185822d20f3f58140c677738349d373d,1419,21x21,float32,21,9.840495067692245e-07,4.869417352892924e-06,0.0,9.840495067692245e-07,0.9999814033508301,0,0.0,0.0,0.9999814033508301,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2m8k_48_pseudoknot_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2M8K_48_pseudoknot_nmr_A,rnafold,valid,48,17,16,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2m8k_48_pseudoknot_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2M8K_48_pseudoknot_nmr_A,petfold,valid,48,17,16,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2m8k_48_pseudoknot_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2M8K_48_pseudoknot_nmr_A,trrosettarna2_native_ss,valid,48,17,17,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2M8K_48_pseudoknot_nmr_A/2M8K_48_pseudoknot_nmr_A_ss_prob.npz,eeec509b0cf8a51e5418516d2ff80ad45612c50cdf00e91f21ec82541fc43689,eeec509b0cf8a51e5418516d2ff80ad45612c50cdf00e91f21ec82541fc43689,true,pair_scores/legacy121_v1__2m8k_48_pseudoknot_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,5a68d3e400d336961c85e010cf3fcae0c64c71a1b1ac78038402bcce78e23816,6637,48x48,float32,48,1.0108853985002497e-06,3.583026909836917e-06,0.0,9.562858167555532e-07,0.9999828338623047,0,0.0,0.0,0.9999828338623047,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2meq_19_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MEQ_19_hp_nmr_A,rnafold,valid,19,5,6,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2meq_19_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MEQ_19_hp_nmr_A,petfold,valid,19,5,6,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2meq_19_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MEQ_19_hp_nmr_A,trrosettarna2_native_ss,valid,19,5,6,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MEQ_19_hp_nmr_A/2MEQ_19_hp_nmr_A_ss_prob.npz,ae0b4a45def2cfc8dbb00c387ecb9bf0f382dbd57deb980980ec09aa5c66412e,ae0b4a45def2cfc8dbb00c387ecb9bf0f382dbd57deb980980ec09aa5c66412e,true,pair_scores/legacy121_v1__2meq_19_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,5c94297a81139cfcd68bef9f22fb226e69d3b930c9f6ca72938aaeda296768de,1203,19x19,float32,19,1.0086499742101296e-06,1.1381571312085725e-05,0.0,9.607729225535877e-07,0.9999818205833435,0,0.0,0.0,0.9999818205833435,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2mhi_53_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MHI_53_3wj_nmr_A,rnafold,valid,53,20,20,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2mhi_53_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MHI_53_3wj_nmr_A,petfold,valid,53,20,20,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2mhi_53_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MHI_53_3wj_nmr_A,trrosettarna2_native_ss,valid,53,20,22,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MHI_53_3wj_nmr_A/2MHI_53_3wj_nmr_A_ss_prob.npz,9965c2ba8eafe42a72a68bca88da5a49d73d79a1b0798d9df47c96cd08104f3d,9965c2ba8eafe42a72a68bca88da5a49d73d79a1b0798d9df47c96cd08104f3d,true,pair_scores/legacy121_v1__2mhi_53_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,bedaa8713a30e87c5fb663d451b8f9c2c00b9479de270158faa4a8f5907b11d8,8223,53x53,float32,53,9.688924365036655e-07,2.8523209039121866e-06,0.0,9.688924365036655e-07,0.9999508857727051,0,0.0,0.0,0.9999508857727051,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2mqt_68_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MQT_68_hpbulge_nmr_A,rnafold,valid,68,25,27,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2mqt_68_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MQT_68_hpbulge_nmr_A,petfold,valid,68,25,28,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2mqt_68_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MQT_68_hpbulge_nmr_A,trrosettarna2_native_ss,valid,68,25,29,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MQT_68_hpbulge_nmr_A/2MQT_68_hpbulge_nmr_A_ss_prob.npz,d09917b9b0d8ccd50134af4d5e7d1bd5f60e6c4bc73b6e4499c003d277b56f2a,d09917b9b0d8ccd50134af4d5e7d1bd5f60e6c4bc73b6e4499c003d277b56f2a,true,pair_scores/legacy121_v1__2mqt_68_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,9d6e0c412a7aadc2426ad661d58883bc69c1582c27cf3496eadc13ed8bacdecc,13431,68x68,float32,68,9.942493761627702e-07,2.6744116894406034e-06,0.0,9.678886954134214e-07,0.999954342842102,0,0.0,0.0,0.999954342842102,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,rnafold,valid,47,15,15,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,petfold,valid,47,15,15,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MTJ_47_3wj_nmr_A,trrosettarna2_native_ss,valid,47,15,18,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MTJ_47_3wj_nmr_A/2MTJ_47_3wj_nmr_A_ss_prob.npz,74e37a5a92e910cef3af758ecc12d1c95b19a936edea17536c2aa831d1e14bf5,74e37a5a92e910cef3af758ecc12d1c95b19a936edea17536c2aa831d1e14bf5,true,pair_scores/legacy121_v1__2mtj_47_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,8f2d9d8251c1ed7a0e7789ab46a4c12766f2e4ff286acbeea643dfa7fac1c745,6386,47x47,float32,47,1.0077928891405463e-06,1.4783748838453903e-06,0.0,9.677578418632038e-07,0.9999504089355469,0,0.0,0.0,0.9999504089355469,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2MXL_39_hp_nmr_A,rnafold,valid,39,13,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2MXL_39_hp_nmr_A,petfold,valid,39,13,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2MXL_39_hp_nmr_A,trrosettarna2_native_ss,valid,39,13,17,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MXL_39_hp_nmr_A/2MXL_39_hp_nmr_A_ss_prob.npz,3d50f09d21aebfd52b87408273b66969003e75b2068ba26b93e41cfc481d65bd,3d50f09d21aebfd52b87408273b66969003e75b2068ba26b93e41cfc481d65bd,true,pair_scores/legacy121_v1__2mxl_39_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,bf90ff50f9f061bb8ff0d0e98c1d8249b6359233058102b767be8b6c06b4403b,4383,39x39,float32,39,9.85300630418351e-07,5.950048034719657e-06,0.0,9.662747970651253e-07,0.999980628490448,0,0.0,0.0,0.999980628490448,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,rnafold,valid,155,53,51,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,petfold,valid,155,53,48,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N1Q_155_4wj_nmr_A,trrosettarna2_native_ss,valid,155,53,55,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2N1Q_155_4wj_nmr_A/2N1Q_155_4wj_nmr_A_ss_prob.npz,3c6bd3a9ff1bac50d5d7abbf861ad36189f6d779e7c22c43ab2ccdbfb3f216d1,3c6bd3a9ff1bac50d5d7abbf861ad36189f6d779e7c22c43ab2ccdbfb3f216d1,true,pair_scores/legacy121_v1__2n1q_155_4wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,bb2dcb3a2bd58a98709ca18f242849f5116b38a65a8eabdb37d5be02592dbc63,80660,155x155,float32,155,1.266050958292908e-06,1.7205173207912594e-05,0.0,1.1484744391054846e-06,0.9940740466117859,0,0.0,0.0,0.9940740466117859,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,rnafold,valid,23,6,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,petfold,valid,23,6,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N2P_23_hpbulge_nmr_A,trrosettarna2_native_ss,valid,23,6,6,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2N2P_23_hpbulge_nmr_A/2N2P_23_hpbulge_nmr_A_ss_prob.npz,729558141a7ac121f546f5ac64a890f89a3f5d590dd304a0dbde99f94ad157bc,729558141a7ac121f546f5ac64a890f89a3f5d590dd304a0dbde99f94ad157bc,true,pair_scores/legacy121_v1__2n2p_23_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,ed1925ad85c8dd27929b5ebbb64fc032fe7aca71ff96303a09ab2e366745ba28,1652,23x23,float32,23,1.015200268739136e-06,2.07723041967256e-06,0.0,9.724101346364478e-07,0.9999825358390808,0,0.0,0.0,0.9999825358390808,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,rnafold,valid,62,21,19,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,petfold,valid,62,21,19,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N3Q_62_3wj_nmr_A,trrosettarna2_native_ss,valid,62,21,23,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2N3Q_62_3wj_nmr_A/2N3Q_62_3wj_nmr_A_ss_prob.npz,029a419a4f2471b2702dedd3f260b70b8034c9b836afe8137c407cbb6171eb5b,029a419a4f2471b2702dedd3f260b70b8034c9b836afe8137c407cbb6171eb5b,true,pair_scores/legacy121_v1__2n3q_62_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,9450081930180f1c56fc011a0718ade1dc2e857129e0a41d2bb9a7c044120d18,11230,62x62,float32,62,1.0008587878473918e-06,2.9407938200165518e-06,0.0,9.729259318191907e-07,0.9999451637268066,0,0.0,0.0,0.9999451637268066,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,rnafold,valid,53,21,21,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,petfold,valid,53,21,21,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2N4L_53_hpbulge_nmr_A,trrosettarna2_native_ss,valid,53,21,24,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2N4L_53_hpbulge_nmr_A/2N4L_53_hpbulge_nmr_A_ss_prob.npz,12bbd6749fd647f612c606221fe85e7e25f0dcbb121caa2af17e75d858b68062,12bbd6749fd647f612c606221fe85e7e25f0dcbb121caa2af17e75d858b68062,true,pair_scores/legacy121_v1__2n4l_53_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,69d7071c7e7ff3d0a46ee28fdb292a214d739556dc0d73457170290f43b9bc5c,8073,53x53,float32,53,9.779041647561826e-07,2.5658887352619786e-06,0.0,9.69450525190041e-07,0.9999738931655884,0,0.0,0.0,0.9999738931655884,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2n6w_68_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2N6W_68_hpbulge_nmr_A,rnafold,valid,68,25,28,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
