manifest_id,rna_id,sequence_length,evidence_channel,density_percent,evidence_seed,noise_level_percent,eligible_universe_size,selected_item_count,minimum_one_applied,source_gt_sha256,manifest_payload_sha256
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,0,10,1,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,62249fad6cdb4171c42467803f3123b4ff86d9c7bce76a19dbe0d4c0a2b6dcba
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,0,10,1,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,81ac02c27b3519251ed414cf177a2b93a00fa4eab1b1681dbffe4fd123d6989e
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,0,10,1,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,02a40c15206181d63a52e29f4c419194fa5718f77060b88644415d5b1edcb724
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,0,10,1,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,bc7e9b6ecbb434168bb70e5f221e9adb2b103c7f1024fa1c792a540e4789b0fc
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,0,10,1,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,12549b876c9342843a294df25a2079bb26aa1e9042c3c2721af09e09cba1ae17
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,0,10,1,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,18261d20597b5b4f929e68706f55a64a61d78d8baa3333a950e5a247804b475d
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,0,10,2,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,10a7a10b37212550cbc011ca6c2a9079e615f64ee1ba75f00f5f786c965e73f7
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,0,10,2,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,8c25032ee51fad534ec1d69546e6062c8f1805b197b4224696e25e4f4f08a479
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,0,10,2,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,4d8513e26b9ee68d0fb656685d8e8e157261809dcf43acd88e066f79d2d4437f
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,0,10,2,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,8880efa3fb3fc02af011b57deb070d11d5d7dcd0e724cdbdbead6e95deb2e04e
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,0,10,2,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,ccd993a82f9f4bb1cfcdb174890a77388b3a909f9111727f2fd562c99933fbc9
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,0,10,5,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,d51e6bd12a694b7f47dcc7463170a0277880e5f0fa2ffb9b3c1f540fa933d2b8
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,0,10,5,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,ccd8222af206578138a7f90541e69dc21e739dd4886578cb838698e5e39fd7b0
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_107__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,0,10,5,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,80a6f514d77897b094240b105f3686e4d78a512f657929efaae2caff50a5b436
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_109__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,0,10,5,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,9c52c71d4052938b7572bbad7e2c664130361ac9af3725e057292bde3310e153
simulated_evidence_v1__2LUN_28_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_113__noise_00,2LUN_28_hp_nmr_A,28,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,0,10,5,0,42a6c809c5ad743a06d26ab8d6896c6b6976b189ee4e1d008166728f6ebf8dc1,356aff0459c8a13ab9aa09949f79db919c875ccc15f0ba13f161be2683a700b2
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,0,101,0,6,0,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,8b5eb1bc2d77399d6007573712c02292d6dc4d1f81dad57eb90c5780fcf2faef
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,0,103,0,6,0,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,8b7ac9adba798538517f4b02876668bd8572aaa5468fabd69e33cdf7c5326a1c
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,0,107,0,6,0,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,9b13a4621223b04871caf6e3c4582c3bd7d8ca860e70dbce22b39611c84c23b3
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,0,109,0,6,0,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,1412a43b64d5609843e7c7d341aa5b4c4c9cbed14c64f1fe407444a42d89421d
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,0,113,0,6,0,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,3e19b089477862447b9adc7f339e5c348ad182aafd9356c2ec54aeb5021da2bb
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,1,101,0,6,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,154221204b336cf688ee565446f482c46968151b91ee7c4d8c59331a7fd1419b
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,1,103,0,6,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,813d09686e887801c3ab70a4665f2ac49bbfe77d3bf8b90419748bafb5534b69
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,1,107,0,6,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,97537370eccf5ecec2513228cb6ae3d2b0bea6cc6b5f5fbfc0047fbf02985058
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,1,109,0,6,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,a23656158b71db3767b0b98a690dc52cb2ad53ab92f55df5a53da5b7139bba6e
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,1,113,0,6,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,772efe9bc1fe8854c951f62a5a7f046bb8aa3aa0af4c4502144ab9b0473de887
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,5,101,0,6,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,24a54ca67403f2d810f6d0c6472dfc66345e481cb66b15f1d5cf04cab55d6b32
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,5,103,0,6,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,0e99e0dedcfd95557c1d257a8d439f8fc9049643c2aa9ac3524f04722648dda4
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_05__seed_107__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,5,107,0,6,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,a3f4e1cf55969236b3399b141a0cfd46fb80aa618753aa871de9a9614aea1c30
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_05__seed_109__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,5,109,0,6,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,2955e58b7270ac04a3547f8712247ccef66cf801d1acedd7a3f72f6d04248772
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,5,113,0,6,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,08baa55cef77a3ebb4c6396a5bde0cd6c5c9e549b7586c515bcb8b8967ec1fdc
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,10,101,0,6,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,117df6360aa32e4521b366b1b6d50b12dcf21d729c6169578f63e2d32a2794b7
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,10,103,0,6,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,7a81806429b3287b2599320fa8eb73ae7bb6caa67aaab6507711372b0172abd1
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,10,107,0,6,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,52600d2fa382841094beef357acdddf4be57acdd597ce9245994735ef3543012
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,10,109,0,6,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,3dcda65f3fb570da29ef685043ee2e29e1be2539cb03cc67c9cd60c3f6fe3fdb
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_10__seed_113__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,10,113,0,6,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,ebf83cd251398cbeeecb24f91022dd3ae42ab67b0a3aa5ebefd73b850740cd20
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_20__seed_101__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,20,101,0,6,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,25ec2cba81863c0a364ca058b798653bd8de332412a09f6e899896e5999e7674
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_20__seed_103__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,20,103,0,6,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,1a9102ca29ed068ed3d8b73bfff81d5c165dc283fbae6dd324248fd53bf79c33
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_20__seed_107__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,20,107,0,6,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,ed30ec713974cf11631122929065b9a539d5de5a290a10aea4d889d0f41413b4
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_20__seed_109__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,20,109,0,6,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,787e507a8b9a05e51dcb375b0804c69c9b134d3b030bb3c451962cfe6e5a2cca
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_20__seed_113__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,20,113,0,6,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,86814b8275d3dc180d1e6167b3de0fef27e95d49e7fbc16aa420c42d2a93258f
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,50,101,0,6,3,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,53f313916611dd4031ab79ea11f295eec61b5eab1980e1071bc7d6edfcaba2ee
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,50,103,0,6,3,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,452959c98a97bc636d229b8d827b5f6624340f97aab7639dcdfd76bfbc4cfd82
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,50,107,0,6,3,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,7ed970e0548c280eb089bb9c388286c4dce89a3dba60ff23a4b6b0cb2d850c85
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,50,109,0,6,3,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,e8fc87143dcd70a2fac1969a4f00437c3e9cb01b20d23933315a555d5858278d
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,2M12_23_hp_nmr_A,23,POSITIVE_PAIR_EVIDENCE,50,113,0,6,3,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,d090d662fc9d1ba8958aeb6bff556a15f61ad783d468ad4ac8118e4e41135b4c
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,11,0,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,ca151da75405d8a0cb8a331d5f63b25174c31e5bd460f5f1ded91ec6ea2bfbb3
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,11,0,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,f3e2ccbd9e92b2e913e43ba1692a0042a747fbfa72c6b3f86851e6a4156dcb83
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,11,0,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,6bbbe17e1ab99166bbb4a8a4c7caaa70d5c866569fa26dc6f343bd93e2611d16
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,11,0,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,1a4f1c591bdb719bab8a3826b7f4fea32e4518c9e793ff85adb01d819c1f0e54
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_113__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,0,11,0,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,fd2e64e7c302902d394af336b65c72d790069e664bbf7b730120fee6ad9a1532
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_101__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,0,11,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,f33ed1cca19ec2955a44ba72d07bd447e35e815132593a91cd60af40bc4bc990
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_103__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,0,11,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,a435b855a32c736ca3204f564536df485c2a7304733a8717121a08f2a85f793c
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,0,11,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,a08b19f662d47e0d2035c31f2a0d5f6aa0999be94b190583846da70c10ff4f34
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,0,11,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,b82424e8ee6599da51e6acf13f9ff6e1c7f01a51fc02d4f9507c4ea55086d6dd
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,0,11,1,1,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,7c7703956033e404e4ca820353fc6a22c0131d90d9dacd1f2f1cfa4bccfc27c7
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,0,11,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,06d033979a37b7fc396ce2082b4cba6f4f11717be4145a4b798b29e1e0e3374e
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,0,11,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,56697dbd4748246eef0c2c134effff1b67389508b13ab29905521b691a94d33d
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,0,11,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,5445c833fc57ab23f8119e40bf3c3c5781dee79e384231a96bea4b6ca8120b52
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,0,11,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,b1b880ed8fd2679bd32d7bd59c83925838b1e152ab448388f783095232e80748
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,0,11,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,57420e72f5b1268454f7a82ad07e4d6f2ee34c169d0f45a9e740a7b1983108d5
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,0,11,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,21e520377d38ec24b3b2b15c4579b33e208f3448fce9760f1e895a1653e8ca2b
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,0,11,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,c5b4f6c8bc45f72a15b588431b199a6582705aef100cdc9de3b7e2c102b4559c
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,0,11,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,8b76013f445504bebd2cb0a30a2dfe83d66a980e5b1fad1c815b328596909ef5
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,0,11,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,f3a43a7e798c50e6ef94c7c4f0d7e36b5a580c676a9ffc938d63a56b50705d31
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,0,11,1,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,cd59af00233860cc589e5be6d19d5cbed331268b87c6e78919527b787aa652c3
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,0,11,2,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,644ad1b6fbe5180571fc25582b1a72dafca4ca8a5161c6818a7fcec0ec970353
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,0,11,2,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,e475125391d6ed875586578c060d1de8aa8450df1b09531a24cf15dc6ca6b5d4
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,0,11,2,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,cc4217894030388b0c632cd2041fcb741e673e5ed0645accf50891fd813a8023
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,0,11,2,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,1e5a75f3e9401077a84c2ce1af61b77a237712f868e221f29ea4998072df04b6
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,2M12_23_hp_nmr_A,23,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,0,11,2,0,1a65e77edee4b7a1cb7a662fd95a31fe822d7816742ecb7ee91642c6b17590a9,864ca958083b629599214a92dbc5efeace8377fd8beb42d53aea1807675827e4
