manifest_id,rna_id,source_model,channel,density_percent,evidence_seed,evidence_item_count,sequence_length,method,tp,fp,fn,precision,recall,f1,original_tp,original_fp,original_fn,preserved_tp,lost_tp,removed_fp,preserved_original_fp,new_tp,new_fp,unchanged_pairs,deleted_pairs,added_pairs,beneficial_changes,harmful_changes,modified_pair_count,tp_preservation,fp_removal,modification_precision,fp_removed_per_evidence_item,delta_f1_vs_b0,delta_f1_per_evidence_item
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,101,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,101,3,23,B0_ORIGINAL,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,101,3,23,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,101,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,1,0,6,0,1,0,0,0,6,1,0,1,0,1,1.0,1.0,1.0,0.3333333333333333,0.07692307692307687,0.025641025641025623
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,103,3,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,103,3,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,103,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,103,3,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,103,3,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,103,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,103,3,23,B0_ORIGINAL,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,103,3,23,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,103,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,1,0,6,0,1,0,0,0,6,1,0,1,0,1,1.0,1.0,1.0,0.3333333333333333,0.07692307692307687,0.025641025641025623
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,107,3,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,107,3,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,107,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,107,3,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,107,3,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,107,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,107,3,23,B0_ORIGINAL,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,107,3,23,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,107,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,1,0,6,0,1,0,0,0,6,1,0,1,0,1,1.0,1.0,1.0,0.3333333333333333,0.07692307692307687,0.025641025641025623
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,109,3,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,109,3,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,109,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,109,3,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,109,3,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,109,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,109,3,23,B0_ORIGINAL,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,109,3,23,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,109,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,1,0,6,0,1,0,0,0,6,1,0,1,0,1,1.0,1.0,1.0,0.3333333333333333,0.07692307692307687,0.025641025641025623
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,113,3,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,113,3,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,2M12_23_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,50,113,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,113,3,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,113,3,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,2M12_23_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,50,113,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,113,3,23,B0_ORIGINAL,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,113,3,23,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__2M12_23_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,113,3,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,1,0,6,0,1,0,0,0,6,1,0,1,0,1,1.0,1.0,1.0,0.3333333333333333,0.07692307692307687,0.025641025641025623
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,23,B0_ORIGINAL,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,23,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,1,0,6,0,1,0,0,0,6,1,0,1,0,1,1.0,1.0,1.0,,0.07692307692307687,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,23,B0_ORIGINAL,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,23,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,1,0,6,0,1,0,0,0,6,1,0,1,0,1,1.0,1.0,1.0,,0.07692307692307687,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,23,B0_ORIGINAL,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,23,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,1,0,6,0,0,1,0,0,7,0,0,0,0,0,1.0,0.0,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,2M12_23_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,1,0,6,0,1,0,0,0,6,1,0,1,0,1,1.0,1.0,1.0,,0.07692307692307687,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,2M12_23_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,23,B0_ORIGINAL,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,23,B1_LOCAL_HARD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
simulated_evidence_v1__2M12_23_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,2M12_23_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,23,B2_GLOBAL_REFOLD,6,0,0,1.0,1.0,1.0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1.0,,,,0.0,
